"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
406.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Hawaii,"Site: 006 Pohakulia Military Training Area",n/a,n/a,n/a,"Project 25",RM,TRS
406.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 007 Oahu - Hale'iwa",n/a,n/a,n/a,"Project 25",RM,TRS
406.437500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
406.462500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 015 Site 15",n/a,n/a,n/a,"Project 25",RM,TRS
406.462500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
406.462500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
406.475000,0.00000,,"National Park Service",Hawaii,"Hawaii Volcanoes National Park link to 170.3625","HVNP 406.475","526 NAC",,P25,F,Federal
406.537000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
406.550000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
406.562500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
406.562500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
406.737500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
406.762500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 026 Site 26",n/a,n/a,n/a,"Project 25",RM,TRS
406.762500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 010 Site 10",n/a,n/a,n/a,"Project 25",RM,TRS
406.762500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 030 Site 30",n/a,n/a,n/a,"Project 25",RM,TRS
406.787500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
406.812500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
406.837500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
406.850000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
406.850000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
406.900000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
406.900000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
406.912500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
406.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 026 Site 26",n/a,n/a,n/a,"Project 25",RM,TRS
406.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 027 Site 27",n/a,n/a,n/a,"Project 25",RM,TRS
406.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Hawaii,"Site: 006 Pohakulia Military Training Area",n/a,n/a,n/a,"Project 25",RM,TRS
407.037500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
407.075000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.125000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.162500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 026 Site 26",n/a,n/a,n/a,"Project 25",RM,TRS
407.162500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 030 Site 30",n/a,n/a,n/a,"Project 25",RM,TRS
407.175000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.237500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.312500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.337500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
407.350000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
407.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Hawaii,"Site: 006 Pohakulia Military Training Area",n/a,n/a,n/a,"Project 25",RM,TRS
407.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
407.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
407.437500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
407.437500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
407.550000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.612500,0.00000,n/a,"Federal Detention Center Honolulu",Honolulu,"Site: 001 Site 1",n/a,n/a,n/a,"Project 25",RM,TRS
407.637500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
407.637500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 026 Site 26",n/a,n/a,n/a,"Project 25",RM,TRS
407.662500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.712500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
407.762500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.812500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
407.887500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
407.887500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
407.912500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
407.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 030 Site 30",n/a,n/a,n/a,"Project 25",RM,TRS
407.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 028 Site 28",n/a,n/a,n/a,"Project 25",RM,TRS
407.975000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
407.987500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
407.987500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
408.125000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
408.262500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
408.275000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
408.275000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
408.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
408.387500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
408.387500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
408.425000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
408.475000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
408.562500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
408.650000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
408.762500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
408.862500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
408.862500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
408.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
409.012500,0.00000,n/a,"Federal Detention Center Honolulu",Honolulu,"Site: 001 Site 1",n/a,n/a,n/a,"Project 25",RM,TRS
409.100000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
409.137500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 005 Fort Shafter",n/a,n/a,n/a,"Project 25",RM,TRS
409.162500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
409.237500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 007 Scholfield Barracks",n/a,n/a,n/a,"Project 25",RM,TRS
409.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
409.387500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
409.387500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
409.412500,0.00000,n/a,"Federal Detention Center Honolulu",Honolulu,"Site: 001 Site 1",n/a,n/a,n/a,"Project 25",RM,TRS
409.425000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 007 Oahu - Hale'iwa",n/a,n/a,n/a,"Project 25",RM,TRS
409.562500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
409.587500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
409.587500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
409.612500,0.00000,n/a,"Federal Detention Center Honolulu",Honolulu,"Site: 001 Site 1",n/a,n/a,n/a,"Project 25",RM,TRS
409.662500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
409.762500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
409.862500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Maui,"Site: 009 Maui - Kahului",n/a,n/a,n/a,"Project 25",RM,TRS
409.912500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 008 Red Hill",n/a,n/a,n/a,"Project 25",RM,TRS
409.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 024 Kane'ohe Marine Corps Base",n/a,n/a,n/a,"Project 25",RM,TRS
409.962500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 002 Marine Corps Base Hawaii",n/a,n/a,n/a,"Project 25",RM,TRS
410.100000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
410.100000,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
410.162500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Maui,"Site: 009 Maui - Kahului",n/a,n/a,n/a,"Project 25",RM,TRS
410.162500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 029 Site 29",n/a,n/a,n/a,"Project 25",RM,TRS
410.362500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 028 Site 28",n/a,n/a,n/a,"Project 25",RM,TRS
410.375000,0.00000,,"Coast Guard",Hawaii,"Cutter Kiska (Coast Guard Station Hilo)","USCGC Kiska",CSQ,,FMN,BM,Federal
410.412500,0.00000,n/a,"Federal Detention Center Honolulu",Honolulu,"Site: 001 Site 1",n/a,n/a,n/a,"Project 25",RM,TRS
410.562500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Maui,"Site: 009 Maui - Kahului",n/a,n/a,n/a,"Project 25",RM,TRS
410.562500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",UNKNOWN,"Site: 029 Site 29",n/a,n/a,n/a,"Project 25",RM,TRS
410.762500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Hawaii,"Site: 008 Hawaii -",n/a,n/a,n/a,"Project 25",RM,TRS
410.862500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS)",Honolulu,"Site: 025 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
410.862500,0.00000,n/a,"Pacific Mobile Emergency Radio System (PACMERS) 2CF",Honolulu,"Site: 001 Fort DeRussy",n/a,n/a,n/a,"Project 25",RM,TRS
411.787500,0.00000,,"Coast Guard",Hawaii,"Station Hilo Ch. 2","USCG Hilo 2",CSQ,,FMN,BM,Federal
412.975000,0.00000,,"Coast Guard",Hawaii,"Station Hilo Ch. 1/Sector Honolulu","USCG 412.975","293 NAC",,P25,BM,Federal
412.975000,0.00000,,"Coast Guard",Honolulu,"Net 409","USCG Net 409","293 NAC",,P25,BM,Federal
433.450000,0.00000,,Simplex,Hawaii,"UHF Simplex 4","UHF Simplex 4","CC 1|TG 99|SL *",,DMR,M,Ham
441.000000,0.00000,,Simplex,Hawaii,"UHF Simplex 1","UHF Simplex 1","CC 1|TG 99|SL *",,DMR,M,Ham
442.000000,0.00000,KH6HPZ,"70cm Voice Systems",Honolulu,"Diamond head","Diamond head",,,FM,RM,Ham
442.000000,0.00000,,"70cm Repeaters",Hawaii,Hilo,"Hilo 442.0","100.0 PL",,FM,RM,Ham
442.025000,0.00000,WH6PD,"70cm Voice Systems",Honolulu,Ewa,Ewa,"103.5 PL",,FM,RM,Ham
442.125000,0.00000,KH6WOW,"70cm Voice Systems",Honolulu,Kapolei,Kapolei,"100.0 PL",,FM,RM,Ham
442.150000,0.00000,,"70cm Repeaters",Hawaii,"Kulani Mauka",KulaniMauka,"100.0 PL",,FM,RM,Ham
442.150000,0.00000,WH6CTX,"70cm Voice Systems",Honolulu,Waianae,Waianae,"88.5 PL",,FM,RM,Ham
442.175000,0.00000,KH6XP,"70cm Voice Systems",Honolulu,Mililani,Mililani,"103.5 PL",,FM,RM,Ham
442.250000,0.00000,KH6S,"Amateur Radio",Kauai,KH6S,KH6S,"100.0 PL",,FMN,RM,Ham
442.250000,0.00000,n/a,"Hawaii Brandmeister",Hawaii,"Site: 001 Waimea",n/a,n/a,n/a,DMR,RM,TRS
442.275000,447.27500,KH6COM,"70cm Repeaters",Hawaii,Kahua,"KH6COM 70cm",,"136.5 PL",FM,RM,Ham
442.300000,0.00000,WH6DIG,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 442.3","103.5 PL",,FM,RM,Ham
442.325000,0.00000,KH6XK,"70cm Voice Systems",Honolulu,Aiea,Aiea,"103.5 PL",,FM,RM,Ham
442.325000,0.00000,WH6TAT,"70cm Repeaters",Hawaii,"Captain Cook","CaptCook 442","100.0 PL",,FM,RM,Ham
442.400000,447.40000,NH6AR,"70cm Repeaters",Hawaii,"U of N: Kona Campus","UofN-Kona CERT","88.5 PL",,FM,RM,Ham
442.450000,0.00000,KH7O,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 45","167.9 PL",,FM,RM,Ham
442.475000,0.00000,KH7O,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 475","103.5 PL",,FM,RM,Ham
442.525000,0.00000,AH6CP,"70cm Voice Systems",Honolulu,Waikiki,"Waikiki 525","103.5 PL",,FM,RM,Ham
442.575000,0.00000,n/a,"Hawaii Brandmeister",Hawaii,"Site: 001 Mauna Loa",n/a,n/a,n/a,DMR,RM,TRS
442.625000,0.00000,KH7HO,"70cm Voice Systems",Honolulu,"North Shore","North Shore","88.5 PL",,FM,RM,Ham
442.650000,0.00000,NH6NN,"70cm Voice Systems",Honolulu,Kaneohe,Kaaawa,,,FM,RM,Ham
442.700000,0.00000,WH6DHT,"70cm Voice Systems",Honolulu,Leeward,"Leeward 442",,,FM,RM,Ham
442.775000,0.00000,NH6XO,"70cm Voice Systems",Honolulu,Kaimuki,"Kaimuki 77","123.0 PL",,FM,RM,Ham
442.850000,0.00000,AH6GR,"Amateur Radio",Maui,"Haleakala, Maui - Hawaii Statewide","AH6GR Haleakala","CC 1|TG 3115|SL 1",,DMR,RM,Ham
442.850000,0.00000,n/a,"Hawaii Brandmeister",Hawaii,"Site: 001 Haleakala",n/a,n/a,n/a,DMR,RM,TRS
442.925000,0.00000,NH6XO,"70cm Voice Systems",Honolulu,Kaneohe,"Kaneohe 925","123.0 PL",,FM,RM,Ham
442.975000,0.00000,WH6Q,"70cm Voice Systems",Honolulu,WIDE,WIDE,,,FM,RM,Ham
443.100000,0.00000,NH6WP,"70cm Voice Systems",Honolulu,Kaimuki,"Kaimuki 443",,,FM,RM,Ham
443.200000,0.00000,AH6BZ,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 443.2",,,FM,RM,Ham
443.200000,0.00000,AH6OO,"70cm Voice Systems",Honolulu,"Honolulu, Oahu - Hawaii Statewide","AH6OO Honolulu","CC 1|TG 3115|SL 1",,DMR,RM,Ham
443.300000,0.00000,WH6F,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 443.3",,,FM,RM,Ham
443.400000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 011 Upper Ocean View",n/a,n/a,n/a,DMR,RM,TRS
443.400000,448.40000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View - Local (TG 2)","Ocean View 2",,,DMR,RM,Ham
443.400000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Mokuleia,"Mokuleia 40","114.8 PL",,FM,RM,Ham
443.400000,448.40000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View/Captain Cook/Pahala","OC/CC/Pahala Ana","77.0 PL","77.0 PL",FM,RM,Ham
443.400000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 012 Volcano Village",n/a,n/a,n/a,DMR,RM,TRS
443.400000,448.40000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View - Hawaii Statewide (CC1: TG 3115)","Ocean View 3115",,,DMR,RM,Ham
443.400000,448.40000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View","Ocean View P25","293 NAC",,P25,RM,Ham
443.400000,448.40000,KH7MS,"70cm Repeaters",Hawaii,"North Kona / Na'alehu repeater","N Kona","100.0 PL","100.0 PL",FM,RM,Ham
443.425000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,"Round Top","Round Top 425","114.8 PL",,FM,RM,Ham
443.450000,0.00000,KH6OJ,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 450","103.5 PL",,FM,RM,Ham
443.475000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Manawahua,"Manawahua 475","88.5 PL",,FM,RM,Ham
443.475000,448.47500,WB6EGR,"70cm Repeaters",Hawaii,Kailua-Kona,Kailua-Kona,"100.0 PL","100.0 PL",FM,RM,Ham
443.475000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Kaaawa,Kaaawa,"88.5 PL",,FM,RM,Ham
443.550000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Manawahua,"Manawahua 55","114.8 PL",,FM,RM,Ham
443.600000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Waimanalo,"Waimanalo 325","88.5 PL",,FM,RM,Ham
443.600000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Mokuleia,"Mokuleia 60","88.5 PL",,FM,RM,Ham
443.625000,448.62500,WB6EGR,"70cm Repeaters",Hawaii,"Mauna Kea Mt.","MaunaKea 440","100.0 PL","100.0 PL",FM,RM,Ham
443.650000,0.00000,,"70cm Repeaters",Hawaii,"Ocean View","Ocean View","100.0 PL",,FM,RM,Ham
443.650000,448.65000,KH6BFD,"70cm Repeaters",Hawaii,"Koloko Peak","Koloko 440","100.0 PL","100.0 PL",FM,RM,Ham
443.725000,0.00000,KH7HO,"70cm Voice Systems",Honolulu,Kahuku,Kahuku,"88.5 PL",,FM,RM,Ham
443.775000,0.00000,NH6XO,"70cm Voice Systems",Honolulu,"Round Top","Round Top 775","123.0 PL",,FM,RM,Ham
443.825000,448.82500,,"Kauai Amateur Radio Club",Kauai,"Mt. Kahili (South)","KARC Mt. Kahili","118.8 PL",,FM,RM,Ham
443.825000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,"Round Top","Round Top","88.5 PL",,FM,RM,Ham
443.850000,0.00000,WH6FUW,"70cm Repeaters",Hawaii,"Ocean View","WH6FUW 443.85","100.0 PL",,FM,RM,Ham
443.925000,0.00000,NH6XO,"Amateur Radio",Maui,"Haleakala, Maui","NH6XO HaleakalaD","BAD NAC",,P25,RM,Ham
443.925000,0.00000,NH6XO,"Amateur Radio",Maui,"Haleakala, Maui","NH6XO HaleakalaA","123.0 PL",,FM,RM,Ham
443.975000,0.00000,KH7HO,"70cm Voice Systems",Honolulu,Kailua,"Kailua 975","88.5 PL",,FM,RM,Ham
444.000000,449.00000,WB6EGR,"70cm Repeaters",Hawaii,"Koloko Peak","Koloko TRBO",,,DMR,RM,Ham
444.000000,0.00000,NH6WP,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 444",,,FM,RM,Ham
444.050000,0.00000,KH6OCD,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 05",,,FM,RM,Ham
444.100000,0.00000,WH6CZB,"70cm Voice Systems",Honolulu,"Mauna Kapu","Mauna Kapu",,,FM,RM,Ham
444.125000,0.00000,KH6KL,"70cm Repeaters",Hawaii,"Hilo, Hawaii - Hawaii Statewide","KH6KL Hilo","CC 1|TG 3115|SL 1",,DMR,RM,Ham
444.125000,0.00000,n/a,"Hawaii Brandmeister",Hawaii,"Site: 001 Hilo, Kaumana City",n/a,n/a,n/a,DMR,RM,TRS
444.150000,0.00000,WH6CZB,"70cm Voice Systems",Honolulu,Kailua,"Kailua 15","88.5 PL",,FM,RM,Ham
444.150000,449.15000,KH7MS,"70cm Repeaters",Hawaii,"South Kona repeater","S Kona","100.0 PL","100.0 PL",FM,RM,Ham
444.200000,0.00000,AH6DX,"70cm Repeaters",Hawaii,"Na'alehu, Hawaii","AH6DX Na'alehu",,,P25,BM,Ham
